Supplier Name,Mandatory Restrictions,Reporting Month,Total Population Served, REPORTED Total Monthly Potable Water Production Reporting Month , REPORTED Total Monthly Potable Water Production 2013 ,REPORTED Monthly CII,REPORTED Monthly Ag Use Reporting Month,Conservation Standard (starting in June 2015) *Adjusted in March 2016 **Revised in June 2016,CALCULATED Total Monthly Potable Water Production Reporting Month Gallons,CALCULATED Total Monthly Potable Water Production 2013 Gallons,CALCULATED Monthly CII Reporting Month,% Residential Use,Hydrologic Region
Turlock  City of,Yes,8/15/14," 71,181 ",704959441,808805100,,,NULL," 704,959,441 "," 808,805,100 ", Null , 60 ,San Joaquin River
Turlock  City of,Yes,7/15/14," 71,181 ",796,927,,,NULL," 796,000,000 "," 927,000,000 ", Null , 60 ,San Joaquin River
Turlock  City of,Yes,6/15/14," 71,181 ",791,748,,,NULL," 791,000,000 "," 748,000,000 ", Null , 64 ,San Joaquin River
Jurupa Community Service District,Yes,10/15/16," 118,731 ",1953.802,2326.021,488.51,,0%," 636,649,170 "," 757,937,262 "," 159,181,681 ", 75 ,South Coast
Jurupa Community Service District,Yes,9/15/16," 118,731 ",2409.914,2748.802,626.584,,0%," 785,273,916 "," 895,701,054 "," 204,173,291 ", 74 ,South Coast
Jurupa Community Service District,Yes,8/15/16," 118,731 ",2671.485,3006.107,667.865,,0%," 870,507,199 "," 979,544,256 "," 217,624,763 ", 75 ,South Coast
Jurupa Community Service District,Yes,7/15/16," 118,731 ",2698.698,3066.803,647.98,,0%," 879,374,594 "," 999,322,134 "," 211,145,208 ", 76 ,South Coast
Jurupa Community Service District,Yes,6/15/16," 118,731 ",2187.115,2854.249,524.915,,0%," 712,674,544 "," 930,061,110 "," 171,044,302 ", 76 ,South Coast
Jurupa Community Service District,Yes,5/15/16," 118,731 ",2005.116,2751.73,481.236,,23%," 653,369,910 "," 896,655,147 "," 156,811,437 ", 76 ,South Coast
Jurupa Community Service District,Yes,4/15/16," 118,731 ",1767.478,2128.064,424.208,,23%," 575,935,228 "," 693,432,691 "," 138,228,782 ", 76 ,South Coast
Jurupa Community Service District,Yes,3/15/16," 118,731 ",1448.951,1840.977,319.951,,23%," 472,142,751 "," 599,884,983 "," 104,256,490 ", 78 ,South Coast
Jurupa Community Service District,Yes,2/15/16," 118,731 ",1417.229,1220.088,297.619,0,28%," 445,881,744 "," 397,567,416 "," 93,635,453 ", 79 ,South Coast
Jurupa Community Service District,Yes,1/15/16," 118,731 ",1189.271,1348.84,261.641,,28%," 387,525,652 "," 439,521,439 "," 85,256,093 ", 78 ,South Coast
Jurupa Community Service District,Yes,12/15/15," 118,731 ",1385.491,1668.761,346.361,,28%," 451,464,219 "," 543,768,153 "," 112,862,226 ", 75 ,South Coast
Jurupa Community Service District,Yes,11/15/15," 118,731 ",1697.973,1849.761,441.463,0,28%," 553,286,925 "," 602,747,261 "," 143,851,349 ", 74 ,South Coast
Jurupa Community Service District,Yes,10/15/15," 118,731 ",1861.902,2326.019,465.462,,28%," 606,703,424 "," 757,936,610 "," 151,671,457 ", 75 ,South Coast
Jurupa Community Service District,Yes,9/15/15," 118,731 ",1899.173,2748.802,493.173,,28%," 618,848,232 "," 895,701,054 "," 160,701,126 ", 74 ,South Coast
Jurupa Community Service District,Yes,8/15/15," 118,731 ",2354.694,3006.107,659.304,,28%," 767,280,400 "," 979,544,256 "," 214,835,149 ", 72 ,South Coast
Jurupa Community Service District,Yes,7/15/15," 118,731 ",2097.311,3066.804,671.256,0,28%," 683,411,782 "," 999,322,460 "," 218,729,725 ", 68 ,South Coast
Jurupa Community Service District,Yes,6/15/15," 118,731 ",2193.12,2854.249,811.45,,28%," 714,631,282 "," 930,061,110 "," 264,412,140 ", 63 ,South Coast
Jurupa Community Service District,Yes,5/15/15," 118,731 ",1753.769,2751.73,,,NULL," 571,468,131 "," 896,655,147 ", Null , 69 ,South Coast
Jurupa Community Service District,Yes,4/15/15," 118,731 ",1939.684,2128.064,,,NULL," 632,048,799 "," 693,432,691 ", Null , 56 ,South Coast
Jurupa Community Service District,Yes,3/15/15," 118,731 ",1758.608,1840.977,,,NULL," 573,044,926 "," 599,884,983 ", Null , 58 ,South Coast
Jurupa Community Service District,Yes,2/15/15," 118,731 ",1315.773,1220.088,,,NULL," 428,746,510 "," 397,567,416 ", Null , 69 ,South Coast
Jurupa Community Service District,Yes,1/15/15," 118,731 ",1299.669,1348.84,,,NULL," 423,498,998 "," 439,521,439 ", Null , 69 ,South Coast
Jurupa Community Service District,Yes,12/15/14," 118,731 ",1012.968,1668.761,,,NULL," 330,077,068 "," 543,768,153 ", Null , 69 ,South Coast
Jurupa Community Service District,Yes,11/15/14," 118,731 ",1735.656,1849.761,,,NULL," 565,565,984 "," 602,747,261 ", Null , 67 ,South Coast
Jurupa Community Service District,Yes,10/15/14," 118,731 ",2240.288,2326.021,,,NULL," 730,001,042 "," 757,937,262 ", Null , 58 ,South Coast
Jurupa Community Service District,Yes,9/15/14," 118,731 ",2506.362,2748.802,,,NULL," 816,701,634 "," 895,701,054 ", Null , 65 ,South Coast
Jurupa Community Service District,Yes,8/15/14," 118,731 ",2729.602,3006.107,,,NULL," 889,444,707 "," 979,544,256 ", Null , 66 ,South Coast
Jurupa Community Service District,Yes,7/15/14," 118,731 ",3019.297,3066.804,,,NULL," 983,842,236 "," 999,322,460 ", Null , 59 ,South Coast
Jurupa Community Service District,Yes,6/15/14," 118,731 ",2884.2,2854.249,,,NULL," 939,820,686 "," 930,061,110 ", Null , 63 ,South Coast
Coastside County Water District,Yes,10/15/16," 16,704 ",59.29,68.72,26.61,,0%," 59,290,000 "," 68,720,000 "," 26,610,000 ", 63 ,San Francisco Bay
Coastside County Water District,Yes,9/15/16," 16,704 ",57.67,66.04,27.91,,0%," 57,670,000 "," 66,040,000 "," 27,910,000 ", 39 ,San Francisco Bay
Coastside County Water District,Yes,8/15/16," 16,704 ",68.97,84.56,27.95,,0%," 68,970,000 "," 84,560,000 "," 27,950,000 ", 61 ,San Francisco Bay
Coastside County Water District,No,7/15/16," 16,704 ",61.24,75.61,27.34,,0%," 61,240,000 "," 75,610,000 "," 27,340,000 ", 36 ,San Francisco Bay
Coastside County Water District,Yes,6/15/16," 16,704 ",67.23,69.55,,,0%," 67,230,000 "," 69,550,000 ", Null , 61 ,San Francisco Bay
Coastside County Water District,Yes,5/15/16," 16,704 ",64.53,83.28,26.25,,8%," 64,530,000 "," 83,280,000 "," 26,250,000 ", 31 ,San Francisco Bay
Coastside County Water District,Yes,4/15/16," 16,704 ",43.58,62.55,12.4,,8%," 43,580,000 "," 62,550,000 "," 12,400,000 ", 59 ,San Francisco Bay
Coastside County Water District,Yes,3/15/16," 16,704 ",39.2,48.38,14.72,,8%," 39,200,000 "," 48,380,000 "," 14,720,000 ", 42 ,San Francisco Bay
Coastside County Water District,Yes,2/15/16," 16,704 ",39.75,45.63,12.88,,8%," 38,379,310 "," 45,630,000 "," 12,435,862 ", 73 ,San Francisco Bay
Coastside County Water District,Yes,1/15/16," 16,668 ",37.94,40.51,12.76,,8%," 37,940,000 "," 40,510,000 "," 12,760,000 ", 48 ,San Francisco Bay
Coastside County Water District,Yes,12/15/15," 16,668 ",38.18,55.88,11.81,,8%," 38,180,000 "," 55,880,000 "," 11,810,000 ", 75 ,San Francisco Bay
Coastside County Water District,Yes,11/15/15," 16,668 ",41.24,57.99,19.72,,8%," 41,240,000 "," 57,990,000 "," 19,720,000 ", 47 ,San Francisco Bay
Coastside County Water District,Yes,10/15/15," 16,668 ",56.6,68.72,20.67,,8%," 56,600,000 "," 68,720,000 "," 20,670,000 ", 68 ,San Francisco Bay
Coastside County Water District,Yes,9/15/15," 16,668 ",59.07,66.04,27.5,,8%," 59,070,000 "," 66,040,000 "," 27,500,000 ", 38 ,San Francisco Bay
Coastside County Water District,Yes,8/15/15," 16,668 ",62,84.56,29.26,,8%," 62,000,000 "," 84,560,000 "," 29,260,000 ", 63 ,San Francisco Bay
Coastside County Water District,Yes,7/15/15," 16,668 ",57.33,75.61,24.19,,8%," 57,330,000 "," 75,610,000 "," 24,190,000 ", 32 ,San Francisco Bay
Coastside County Water District,Yes,6/15/15," 16,668 ",56.87,69.55,20.64,,8%," 56,870,000 "," 69,550,000 "," 20,640,000 ", 60 ,San Francisco Bay
Coastside County Water District,Yes,5/15/15," 16,668 ",44.19,56,19.94,,NULL," 44,190,000 "," 56,000,000 "," 19,940,000 ", 46 ,San Francisco Bay
Coastside County Water District,Yes,4/15/15," 16,668 ",48.88,62.55,,,NULL," 48,880,000 "," 62,550,000 ", Null , 75 ,San Francisco Bay
Coastside County Water District,Yes,3/15/15," 16,668 ",48.89,48.38,,,NULL," 48,890,000 "," 48,380,000 ", Null , 41 ,San Francisco Bay
Coastside County Water District,Yes,2/15/15," 16,668 ",50.33,45.63,,,NULL," 50,330,000 "," 45,630,000 ", Null , 68 ,San Francisco Bay
Coastside County Water District,Yes,1/15/15," 16,668 ",53.78,40.51,,,NULL," 53,780,000 "," 40,510,000 ", Null , 36 ,San Francisco Bay
Coastside County Water District,Yes,12/15/14," 16,652 ",39.11,51.1,,,NULL," 39,110,000 "," 51,100,000 ", Null , 76 ,San Francisco Bay
Coastside County Water District,Yes,11/15/14," 16,652 ",46.37,57.99,,,NULL," 46,370,000 "," 57,990,000 ", Null , 45 ,San Francisco Bay
Coastside County Water District,Yes,10/15/14," 16,652 ",57.13,68.72,,,NULL," 57,130,000 "," 68,720,000 ", Null , 72 ,San Francisco Bay
Coastside County Water District,Yes,9/15/14," 16,652 ",60.23,71.88,,,NULL," 60,230,000 "," 71,880,000 ", Null , 40 ,San Francisco Bay
Coastside County Water District,Yes,8/15/14," 16,652 ",74.89,84.56,,,NULL," 74,890,000 "," 84,560,000 ", Null , 60 ,San Francisco Bay
Coastside County Water District,Yes,7/15/14," 16,652 ",74.76,75.61,,,NULL," 74,760,000 "," 75,610,000 ", Null , 35 ,San Francisco Bay
Coastside County Water District,Yes,6/15/14," 16,652 ",67.83,69.55,,,NULL," 67,830,000 "," 69,550,000 ", Null , 69 ,San Francisco Bay
Citrus Heights Water District,Yes,10/15/16," 65,093 ",841,1297,42,0,0%," 274,041,050 "," 422,629,301 "," 13,685,760 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,9/15/16," 65,093 ",1258,1510,63,0,0%," 409,921,095 "," 492,035,655 "," 20,528,640 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,8/15/16," 65,093 ",1580,1924,79,0,0%," 514,845,255 "," 626,938,146 "," 25,742,263 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,7/15/16," 65,093 ",1545,2059,77,0,0%," 503,440,455 "," 670,928,088 "," 25,090,560 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,6/15/16," 65,093 ",1344,1817,67,0,0%," 437,944,318 "," 592,072,043 "," 21,832,046 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,5/15/16," 65,093 ",979,1603,49,0,29%," 319,008,547 "," 522,339,837 "," 15,966,720 ", 93 ,Sacramento River
Citrus Heights Water District,Yes,4/15/16," 65,093 ",678,1030,34,0,29%," 220,927,268 "," 335,626,970 "," 11,078,949 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,3/15/16," 67,333 ",518,820,26,0,29%," 168,791,039 "," 267,198,170 "," 8,472,137 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,2/15/16," 67,333 ",485,606,24,0,32%," 152,588,358 "," 197,465,965 "," 7,550,764 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,1/15/16," 67,333 ",540,603,27,0,32%," 175,959,771 "," 196,488,410 "," 8,797,989 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,12/15/15," 67,333 ",520,701,13,0,32%," 169,442,742 "," 228,421,850 "," 4,236,069 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,11/15/15," 67,333 ",537,889,26,0,32%," 174,982,216 "," 289,681,919 "," 8,472,137 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,10/15/15," 67,333 ",919,1297,46,0,32%," 299,457,461 "," 422,629,301 "," 14,989,166 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,9/15/15," 67,333 ",1070,1510,54,0,32%," 348,661,027 "," 492,035,655 "," 17,595,977 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,8/15/15," 67,333 ",1188,1924,59,0,32%," 387,111,495 "," 626,938,146 "," 19,225,234 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,7/15/15," 67,333 ",1185,2059,59,,32%," 386,133,941 "," 670,928,088 "," 19,225,234 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,6/15/15," 67,333 ",1065,1817,53,0,32%," 347,031,770 "," 592,072,043 "," 17,270,126 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,5/15/15," 67,333 ",869,1603,43,0,NULL," 283,164,890 "," 522,339,837 "," 14,011,611 ", 95 ,Sacramento River
Citrus Heights Water District,Yes,4/15/15," 67,333 ",761,1030,,,NULL," 247,972,936 "," 335,626,970 ", Null , 95 ,Sacramento River
Citrus Heights Water District,Yes,3/15/15," 67,333 ",726,820,,,NULL," 236,568,136 "," 267,198,170 ", Null , 95 ,Sacramento River
Citrus Heights Water District,Yes,2/15/15," 67,333 ",511,606,,,NULL," 166,510,079 "," 197,465,965 ", Null , 95 ,Sacramento River
Citrus Heights Water District,Yes,1/15/15," 67,333 ",570,602,,,NULL," 185,735,313 "," 196,162,559 ", Null , 95 ,Sacramento River
Citrus Heights Water District,Yes,12/15/14," 67,333 ",563,701,,,NULL," 183,454,353 "," 228,421,850 ", Null , 95 ,Sacramento River
Citrus Heights Water District,Yes,11/15/14," 67,333 ",682,912,,,NULL," 222,230,673 "," 297,176,501 ", Null , 95 ,Sacramento River
Citrus Heights Water District,Yes,10/15/14," 67,333 ",1031,1297,,,NULL," 335,952,821 "," 422,629,301 ", Null , 95 ,Sacramento River
Citrus Heights Water District,Yes,9/15/14," 67,333 ",1275,1509,,,NULL," 415,460,569 "," 491,709,803 ", Null , 95 ,Sacramento River
Citrus Heights Water District,Yes,8/15/14," 67,333 ",1477,1924,,,NULL," 481,282,558 "," 626,938,146 ", Null , 84 ,Sacramento River
Citrus Heights Water District,Yes,7/15/14," 67,475 ",1622,2059,,,NULL," 528,531,015 "," 670,928,088 ", Null , 85 ,Sacramento River
Citrus Heights Water District,Yes,6/15/14," 67,475 ",1548,1816,,,NULL," 504,418,009 "," 591,746,191 ", Null , 85 ,Sacramento River
Burlingame  City of,No,10/15/16," 31,109 ",102579202,132572552,30488266,0,0%," 102,579,202 "," 132,572,552 "," 30,488,266 ", 61 ,San Francisco Bay
Burlingame  City of,No,9/15/16," 31,109 ",116289797,149219599,34563286,,0%," 116,289,797 "," 149,219,599 "," 34,563,286 ", 61 ,San Francisco Bay
Burlingame  City of,No,8/15/16," 31,109 ",123404611,156953978,33576200,,0%," 123,404,611 "," 156,953,978 "," 33,576,200 ", 61 ,San Francisco Bay
Burlingame  City of,No,7/15/16," 31,109 ",121770527,165877230,40060555,0,0%," 121,770,527 "," 165,877,230 "," 40,060,555 ", 51 ,San Francisco Bay
Burlingame  City of,No,6/15/16," 31,109 ",113870195,165840571,30556050,0,0%," 113,870,195 "," 165,840,571 "," 30,556,050 ", 51 ,San Francisco Bay
Burlingame  City of,Yes,5/15/16," 31,109 ",109141701,142370084,26848350,,16%," 109,141,701 "," 142,370,084 "," 26,848,350 ", 49 ,San Francisco Bay
Burlingame  City of,Yes,4/15/16," 31,109 ",87892768,130717859,26231000,,16%," 87,892,768 "," 130,717,859 "," 26,231,000 ", 50 ,San Francisco Bay
Burlingame  City of,Yes,3/15/16," 31,109 ",80858152,108745548,27558650,,16%," 80,858,152 "," 108,745,548 "," 27,558,650 ", 58 ,San Francisco Bay
Burlingame  City of,Yes,2/15/16," 30,282 ",73376812,90907847,26299850,,16%," 70,846,577 "," 90,907,847 "," 25,392,959 ", 59 ,San Francisco Bay
Burlingame  City of,Yes,1/15/16," 30,282 ",76725494,93317724,26736000,,16%," 76,725,494 "," 93,317,724 "," 26,736,000 ", 63 ,San Francisco Bay
Burlingame  City of,Yes,12/15/15," 30,282 ",79932527,108348134,,27707300,16%," 79,932,527 "," 108,348,134 ", Null , 62 ,San Francisco Bay
Burlingame  City of,Yes,11/15/15," 30,282 ",79356116,116065060,29302050,,16%," 79,356,116 "," 116,065,060 "," 29,302,050 ", 64 ,San Francisco Bay
Burlingame  City of,Yes,10/15/15," 30,282 ",101185265,132572552,30254200,,16%," 101,185,265 "," 132,572,552 "," 30,254,200 ", 57 ,San Francisco Bay
Burlingame  City of,Yes,9/15/15," 30,282 ",104788954,149219599,17129482,,16%," 104,788,954 "," 149,219,599 "," 17,129,482 ", 56 ,San Francisco Bay
Burlingame  City of,Yes,8/15/15," 30,282 ",110660632,156953978,35964705,,16%," 110,660,632 "," 156,953,978 "," 35,964,705 ", 56 ,San Francisco Bay
Burlingame  City of,Yes,7/15/15," 30,282 ",108533079,165877230,30891800,,16%," 108,533,079 "," 165,877,230 "," 30,891,800 ", 55 ,San Francisco Bay
Burlingame  City of,Yes,6/15/15," 30,282 ",103884729,165840571,29918100,,16%," 103,884,729 "," 165,840,571 "," 29,918,100 ", 54 ,San Francisco Bay
Burlingame  City of,Yes,5/15/15," 30,282 ",107013638,142370084,28379500,,NULL," 107,013,638 "," 142,370,084 "," 28,379,500 ", 62 ,San Francisco Bay
Burlingame  City of,Yes,4/15/15," 30,282 ",98688862,130717859,,,NULL," 98,688,862 "," 130,717,859 ", Null , 64 ,San Francisco Bay
Burlingame  City of,Yes,3/15/15," 30,282 ",100158263,108745548,,,NULL," 100,158,263 "," 108,745,548 ", Null , 64 ,San Francisco Bay
Burlingame  City of,Yes,2/15/15," 30,282 ",84327239,90907847,,,NULL," 84,327,239 "," 90,907,847 ", Null , 64 ,San Francisco Bay
Burlingame  City of,Yes,1/15/15," 30,282 ",90806569,93317724,,,NULL," 90,806,569 "," 93,317,724 ", Null , 64 ,San Francisco Bay
Burlingame  City of,Yes,12/15/14," 30,282 ",82541873,108348134,,,NULL," 82,541,873 "," 108,348,134 ", Null , 64 ,San Francisco Bay
Burlingame  City of,Yes,11/15/14," 30,282 ",91220967,116065060,,,NULL," 91,220,967 "," 116,065,060 ", Null , 64 ,San Francisco Bay
Burlingame  City of,Yes,10/15/14," 30,282 ",116177729,132572552,,,NULL," 116,177,729 "," 132,572,552 ", Null , 64 ,San Francisco Bay
Burlingame  City of,Yes,9/15/14," 30,282 ",118498590,149219599,,,NULL," 118,498,590 "," 149,219,599 ", Null , 64 ,San Francisco Bay
Burlingame  City of,Yes,8/15/14," 30,282 ",133271204,156953978,,,NULL," 133,271,204 "," 156,953,978 ", Null , 64 ,San Francisco Bay
Burlingame  City of,Yes,7/15/14," 30,282 ",143463533,165877230,,,NULL," 143,463,533 "," 165,877,230 ", Null , 64 ,San Francisco Bay
Burlingame  City of,Yes,6/15/14," 30,282 ",124497770,165840571,,,NULL," 124,497,770 "," 165,840,571 ", Null , 64 ,San Francisco Bay
Orange Vale Water Company,No,10/15/16," 16,775 ",264.1,444.14,45.69,,0%," 86,057,362 "," 144,723,653 "," 14,888,152 ", 86 ,Sacramento River
Orange Vale Water Company,No,9/15/16," 16,797 ",438.45,520.27,67,,0%," 142,869,558 "," 169,530,722 "," 21,832,046 ", 84 ,Sacramento River
Orange Vale Water Company,No,8/15/16," 16,747 ",518.22,684.12,86,,0%," 168,862,726 "," 222,921,478 "," 28,023,223 ", 84 ,Sacramento River
Orange Vale Water Company,No,7/15/16," 16,747 ",540.81,737.1,73.58,,0%," 176,223,710 "," 240,185,087 "," 23,976,148 ", 85 ,Sacramento River
Orange Vale Water Company,No,6/15/16," 16,508 ",465.03,634.97,54.1,,0%," 151,530,689 "," 206,905,881 "," 17,628,562 ", 86 ,Sacramento River
Orange Vale Water Company,No,5/15/16," 16,495 ",313.09,557.1,38.12,,33%," 102,020,823 "," 181,531,830 "," 12,421,456 ", 85 ,Sacramento River
Orange Vale Water Company,No,4/15/16," 16,483 ",198.95,320.21,21.5,0,33%," 64,828,141 "," 104,340,885 "," 7,005,806 ", 88 ,Sacramento River
Orange Vale Water Company,No,3/15/16," 16,480 ",134.34,403.08,12.23,,33%," 43,774,881 "," 131,344,193 "," 3,985,163 ", 88 ,Sacramento River
Orange Vale Water Company,Yes,2/15/16," 14,307 ",122.34,164.44,14,,36%," 38,490,020 "," 53,583,009 "," 4,404,612 ", 89 ,Sacramento River
Orange Vale Water Company,Yes,1/15/16," 14,283 ",130.23,206.68,15.79,,36%," 42,435,631 "," 67,346,973 "," 5,145,194 ", 90 ,Sacramento River
Orange Vale Water Company,Yes,12/15/15," 14,283 ",135.85,213.54,11.4,,36%," 44,266,916 "," 69,582,314 "," 3,714,706 ", 90 ,Sacramento River
Orange Vale Water Company,Yes,11/15/15," 14,283 ",163.43,295.93,25.7,,36%," 53,253,899 "," 96,429,213 "," 8,374,382 ", 86 ,Sacramento River
Orange Vale Water Company,Yes,10/15/15," 14,283 ",298.65,444.14,38,,36%," 97,315,529 "," 144,723,653 "," 12,382,354 ", 85 ,Sacramento River
Orange Vale Water Company,Yes,9/15/15," 14,283 ",378.91,520.27,53,0,36%," 123,468,364 "," 169,530,722 "," 17,270,126 ", 84 ,Sacramento River
Orange Vale Water Company,Yes,8/15/15," 14,283 ",426.23,684.12,61.68,,36%," 138,887,654 "," 222,921,478 "," 20,098,516 ", 85 ,Sacramento River
Orange Vale Water Company,Yes,7/15/15," 14,283 ",423.13,737.1,31.57,0,36%," 137,877,514 "," 240,185,087 "," 10,287,130 ", 86 ,Sacramento River
Orange Vale Water Company,Yes,6/15/15," 14,283 ",373.03,634.97,36.45,7.92,36%," 121,552,358 "," 206,905,881 "," 11,877,285 ", 84 ,Sacramento River
Orange Vale Water Company,Yes,5/15/15," 14,283 ",280.87,557.1,25.4,0,NULL," 91,521,890 "," 181,531,830 "," 8,276,626 ", 86 ,Sacramento River
Orange Vale Water Company,Yes,4/15/15," 14,283 ",241.99,320.21,,,NULL," 78,852,787 "," 104,340,885 ", Null , 86 ,Sacramento River
Orange Vale Water Company,Yes,3/15/15," 14,283 ",230.64,403.08,,,NULL," 75,154,373 "," 131,344,193 ", Null , 89 ,Sacramento River
Orange Vale Water Company,Yes,2/15/15," 15,200 ",144.87,164.44,,,NULL," 47,206,096 "," 53,583,009 ", Null , 89 ,Sacramento River
Orange Vale Water Company,Yes,1/15/15," 15,200 ",158.91,163.71,,,NULL," 51,781,050 "," 53,345,137 ", Null , 90 ,Sacramento River
Orange Vale Water Company,Yes,12/15/14," 15,200 ",153.28,213.54,,,NULL," 49,946,507 "," 69,582,314 ", Null , 88 ,Sacramento River
Orange Vale Water Company,Yes,11/15/14," 15,200 ",197.57,295.93,,,NULL," 64,378,466 "," 96,429,213 ", Null , 87 ,Sacramento River
Orange Vale Water Company,Yes,10/15/14," 15,200 ",342.02,444.14,,,NULL," 111,447,705 "," 144,723,653 ", Null , 85 ,Sacramento River
Orange Vale Water Company,Yes,9/15/14," 15,200 ",445.79,520.27,,,NULL," 145,261,308 "," 169,530,722 ", Null , 85 ,Sacramento River
Orange Vale Water Company,Yes,8/15/14," 15,200 ",523.05,737.1,,,NULL," 170,436,589 "," 240,185,087 ", Null , 95 ,Sacramento River
Orange Vale Water Company,Yes,7/15/14," 15,200 ",579.37,737.1,,,NULL," 188,788,541 "," 240,185,087 ", Null , 95 ,Sacramento River
Orange Vale Water Company,Yes,6/15/14," 15,200 ",549.16,634.97,,,NULL," 178,944,570 "," 206,905,881 ", Null , 95 ,Sacramento River
Dublin San Ramon Services District,No,10/15/16," 83,821 ",237.638,333.483,85.003,0,0%," 237,638,000 "," 333,483,000 "," 85,003,000 ", 81 ,San Francisco Bay
