Supplier Name,Mandatory Restrictions,Reporting Month,Total Population Served,Conservation Standard (starting in June 2015) *Adjusted in March 2016 **Revised in June 2016, REPORTED Total Monthly Potable Water Production Reporting Month ,REPORTED Monthly CII,REPORTED Monthly Ag Use Reporting Month,CALCULATED Total Monthly Potable Water Production Reporting Month Gallons,CALCULATED Total Monthly Potable Water Production 2013 Gallons,CALCULATED Monthly CII Reporting Month,CALCULATED R-GPCD Reporting Month,% Residential Use,Hydrologic Region
Valley County Water District,Yes,7/15/16,71003,10%,674.23,196.91,,219698807.6,275008828.9,64163404.49,74.9,75,South Coast
Valley County Water District,Yes,6/15/16,71003,10%,621.25,166.48,,202435199,258787944.8,54247745.57,61.8,65,South Coast
Valley County Water District,Yes,5/15/16,71003,14%,543.08,83796,,176963393,241416805.2,27305046177,60.3,75,South Coast
Valley County Water District,Yes,4/15/16,71003,14%,496.95,144.93,,161931866.7,214178884.5,47225647.32,57.8,76,South Coast
Valley County Water District,Yes,3/15/16,71003,14%,450.71,108.7,,146864496.7,187749075.2,35420050.11,52.7,79,South Coast
Valley County Water District,Yes,2/15/16,71003,16%,436.48,52855,,137323229.8,156460821.2,16628984858,53.2,77,South Coast
Valley County Water District,Yes,1/15/16,71003,16%,412.157,46358,,134301946.6,162655256.8,15105820453,49.4,81,South Coast
Valley County Water District,Yes,12/15/15,71003,16%,454.913,130.31,,148234050.2,177594241.3,42461699.45,47.8,71,South Coast
Valley County Water District,Yes,11/15/15,71003,16%,498.68,132.43,,162495589.6,194569145.6,43152504.48,61,80,South Coast
Valley County Water District,Yes,10/15/15,71003,16%,564.512,174.4,,183947040.8,232485217.6,56828488.87,56.8,68,South Coast
Valley County Water District,Yes,9/15/15,71003,16%,595.674,181.1,0,194101222.9,263115251.8,59011693.43,62,68,South Coast
Valley County Water District,Yes,8/15/15,71003,16%,644.345,214.705,0,209960737.7,282718473.6,69961930.63,61.7,65,South Coast
Valley County Water District,Yes,7/15/15,71003,16%,620.24,148757,,202106089.1,274682977.4,48472680726,65.2,71,South Coast
Valley County Water District,Yes,6/15/15,71003,16%,612.5,171.81,,199583999,258787944.8,55984533.67,62.8,67,South Coast
Valley County Water District,Yes,5/15/15,71003,NULL,537.65,,,175194019.7,241416805.2,Null,61.3,77,South Coast
Valley County Water District,Yes,4/15/15,71003,NULL,560.56,,,182659275.9,214178884.5,Null,60,70,South Coast
Valley County Water District,Yes,3/15/15,70271,NULL,556.69,,,181398230.9,187749075.2,Null,58.3,70,South Coast
Valley County Water District,Yes,2/15/15,69784,NULL,463.684,,,151092093.1,156461147,Null,54.1,70,South Coast
Valley County Water District,Yes,1/15/15,70271,NULL,455.51,,,148428583.5,162655256.8,Null,47.7,70,South Coast
Valley County Water District,Yes,12/15/14,70271,NULL,440.658,,,143589038.1,177594241.3,Null,46.1,70,South Coast
Valley County Water District,Yes,11/15/14,70271,NULL,553.18,,,180254492.4,194569145.6,Null,59.9,70,South Coast
Valley County Water District,Yes,10/15/14,70271,NULL,683.803,,,222818183.3,232485217.6,Null,71.6,70,South Coast
Valley County Water District,Yes,9/15/14,70271,NULL,728.305,,,237319223.5,263878395.8,Null,78.8,70,South Coast
Valley County Water District,Yes,8/15/14,70271,NULL,777.87,,,253470049.5,282718473.6,Null,81.4,70,South Coast
Valley County Water District,Yes,7/15/14,70271,NULL,806.105,,,262670464.6,274683955,Null,84.4,70,South Coast
Valley County Water District,No,6/15/14,70271,NULL,778.88,,,253799159.5,258787944.8,Null,84.3,70,South Coast
San Jacinto  City of,Yes,9/15/16,17961,0%,89052,14761,0,66615522.07,94086981.81,11041994.8,98.9,80,South Coast
San Jacinto  City of,Yes,8/15/16,17961,0%,100922,14761,0,75494898.7,107141984.4,11041994.8,108.5,80,South Coast
San Jacinto  City of,Yes,7/15/16,17961,0%,108020,16134,0,80804571.42,107250451.9,12069070.13,116.1,80,South Coast
San Jacinto  City of,Yes,6/15/16,17961,0%,87408,11001,0,65385724.67,100859844.2,8229319.48,97.1,80,South Coast
San Jacinto  City of,Yes,5/15/16,17961,30%,75581,7420,0,56538514.28,87045568.83,5550545.45,81.2,80,South Coast
San Jacinto  City of,Yes,4/15/16,17961,30%,67234,14404,0,50294524.67,77160810.38,10774940.26,74.7,80,South Coast
San Jacinto  City of,Yes,3/15/16,17961,30%,62336,6148,0,46630566.23,68357735.06,4599023.38,67,80,South Coast
San Jacinto  City of,Yes,2/15/16,15582,32%,53545,6212,0,38673253.92,51863937.66,4486660.81,70.9,80,South Coast
San Jacinto  City of,Yes,1/15/16,15582,32%,58917,6988,0,44072976.62,53385475.32,5227387.01,73,80,South Coast
San Jacinto  City of,Yes,12/15/15,15582,32%,64216,10187,0,48036903.89,62688249.35,7620405.19,79.6,80,South Coast
San Jacinto  City of,Yes,11/15/15,15582,32%,76244,10994,0,57034472.72,72748051.94,8224083.12,97.6,80,South Coast
San Jacinto  City of,Yes,10/15/15,15582,32%,78299,12572,190,58571719.48,83013568.83,9404509.09,97,80,South Coast
San Jacinto  City of,Yes,9/15/15,15582,32%,83866,15800,310,62736124.67,94086981.81,11819220.78,107.4,80,South Coast
San Jacinto  City of,Yes,8/15/15,15582,32%,102012,12040,785,76310275.32,107141984.4,9006545.45,126.4,80,South Coast
San Jacinto  City of,Yes,7/15/15,15582,32%,87426,30439,1730,65399189.61,107250451.9,22769953.25,108.3,80,South Coast
San Jacinto  City of,Yes,6/15/15,17961,32%,90665,8146,0,67822129.87,100859844.2,6093631.17,100.7,80,South Coast
San Jacinto  City of,Yes,5/15/15,15582,NULL,88569,155,,66254212.98,87045568.83,115948.05,109.7,80,South Coast
San Jacinto  City of,Yes,4/15/15,15582,NULL,93195,,,69714701.29,77160810.38,Null,119.3,80,South Coast
San Jacinto  City of,Yes,3/15/15,15200,NULL,84986,,,63573942.85,68357735.06,Null,121.4,90,South Coast
San Jacinto  City of,Yes,2/15/15,15200,NULL,71069,,,53163303.89,60352831.16,Null,112.4,90,South Coast
San Jacinto  City of,Yes,1/15/15,15200,NULL,68397,,,51164509.09,68230566.23,Null,97.7,90,South Coast
San Jacinto  City of,Yes,12/15/14,15200,NULL,67559,,,50537641.55,62688249.35,Null,96.5,90,South Coast
San Jacinto  City of,Yes,11/15/14,15200,NULL,80695,,,60364051.94,72748051.94,Null,119.1,90,South Coast
San Jacinto  City of,No,10/15/14,15200,NULL,84760,,,63404883.11,83013568.83,Null,121.1,90,South Coast
San Jacinto  City of,Yes,9/15/14,15200,NULL,97610,,,73017350.64,94086981.81,Null,144.1,90,South Coast
San Jacinto  City of,Yes,8/15/14,15200,NULL,132097,,,98815418.17,107141984.4,Null,188.7,90,South Coast
San Jacinto  City of,No,7/15/14,15200,NULL,136143,,,101842036.4,107250451.9,Null,194.5,90,South Coast
San Jacinto  City of,No,6/15/14,15200,NULL,131993,,,98737620.77,100859844.2,Null,194.9,90,South Coast
San Gabriel County Water District,Yes,9/15/16,45000,0%,474.66,118.66,,154668638.3,200089068.8,38665530.33,85.9,75,South Coast
San Gabriel County Water District,Yes,8/15/16,45000,0%,497.72,124.43,,162182772.3,205973945.5,40545693.06,87.2,75,South Coast
San Gabriel County Water District,Yes,7/15/16,45000,0%,554.95,138.73,,180831249.4,205074595.6,45205368.47,97.2,75,South Coast
San Gabriel County Water District,Yes,6/15/16,45000,0%,472.08,118.02,,153827941.7,192907303.3,38456985.41,85.5,75,South Coast
San Gabriel County Water District,Yes,5/15/16,45000,18%,440.01,110,,143377886.4,187195127.8,35843656.97,77.1,75,South Coast
San Gabriel County Water District,Yes,4/15/16,45000,18%,410.11,102.52,,133634928.7,172919576.8,33406288.3,74.2,75,South Coast
San Gabriel County Water District,Yes,3/15/16,45000,18%,392.26,98.06,,127818480.8,160928244.3,31952990.93,68.7,75,South Coast
San Gabriel County Water District,Yes,2/15/16,45000,20%,380.53,95.13,,119720511,137809085.5,29929341.21,71.3,75,South Coast
San Gabriel County Water District,Yes,1/15/16,45000,20%,382.97,112.65,,124791321,146831911.5,36707163.25,67.1,75,South Coast
San Gabriel County Water District,Yes,12/15/15,45000,20%,417.36,104.34,,135997351.6,156405426.5,33999337.89,73.1,75,South Coast
San Gabriel County Water District,Yes,11/15/15,45000,20%,432.95,108.23,,141077375.3,164698345.3,35266899.94,78.4,75,South Coast
San Gabriel County Water District,Yes,10/15/15,45000,20%,434.33,108.58,,141527050.3,186041613.7,35380947.94,76.1,75,South Coast
San Gabriel County Water District,Yes,9/15/15,45000,20%,451.24,112.81,,147037197.9,200089068.8,36759299.48,81.7,75,South Coast
San Gabriel County Water District,Yes,8/15/15,45000,20%,483.41,120.85,,157519838.3,205973945.5,39379144.95,84.7,75,South Coast
San Gabriel County Water District,Yes,7/15/15,45000,20%,462.33,115.58,,150650890.2,205074595.6,37661907.93,81,75,South Coast
San Gabriel County Water District,Yes,6/15/15,45000,20%,453.09,113.27,,147640023.1,192907303.3,36909191.14,82,75,South Coast
San Gabriel County Water District,Yes,5/15/15,45000,NULL,442.78,110.7,,144280494.9,187195127.8,36071752.97,77.6,75,South Coast
San Gabriel County Water District,Yes,4/15/15,45000,NULL,454.72,,,148171160.9,172919576.8,Null,82.3,75,South Coast
San Gabriel County Water District,Yes,3/15/15,45000,NULL,470.74,117.68,,153391300.8,160928244.3,38346195.93,82.5,75,South Coast
San Gabriel County Water District,Yes,2/15/15,45000,NULL,402.45,,,131138906.8,137809085.5,Null,78.1,75,South Coast
San Gabriel County Water District,Yes,1/15/15,45000,NULL,426.38,,,138936531.4,163134258.4,Null,74.7,75,South Coast
San Gabriel County Water District,Yes,12/15/14,45000,NULL,404.69,,,131868814,156405426.5,Null,70.9,75,South Coast
San Gabriel County Water District,Yes,11/15/14,45000,NULL,464.91,,,151491586.9,164698345.3,Null,84.2,75,South Coast
San Gabriel County Water District,Yes,10/15/14,45000,NULL,538.09,,,175337394.4,186041613.7,Null,94.3,75,South Coast
San Gabriel County Water District,Yes,9/15/14,45000,NULL,555.38,,,180971365.5,200089068.8,Null,100.5,75,South Coast
San Gabriel County Water District,Yes,8/15/14,45000,NULL,583.45,,,190118015.1,205973945.5,Null,102.2,75,South Coast
San Gabriel County Water District,No,7/15/14,45000,NULL,604.92,,,197114045.2,205074595.6,Null,106,75,South Coast
San Gabriel County Water District,No,6/15/14,45000,NULL,579.96,,,188980793.6,192907303.3,Null,105,75,South Coast
Santa Ana  City of,Yes,9/15/16,332005,0%,3011.5,,,981301572.4,1181830541,Null,66,67,South Coast
Santa Ana  City of,Yes,8/15/16,332005,0%,3229.9,,,1052467524,1248597498,Null,68.5,67,South Coast
Santa Ana  City of,Yes,7/15/16,332005,0%,3237.6,,,1054976580,1246642389,Null,68.7,67,South Coast
Santa Ana  City of,Yes,6/15/16,332005,0%,2981.8,,,971623785,1161758093,Null,65.4,67,South Coast
Santa Ana  City of,Yes,5/15/16,332005,8%,2870.2,,,935258765.8,1163094084,Null,60.9,67,South Coast
Santa Ana  City of,Yes,4/15/16,332005,8%,2706.9,,,882047227.8,1056931689,Null,59.3,67,South Coast
Santa Ana  City of,Yes,3/15/16,332005,8%,2537.6,,,826880581.2,1014245152,Null,53.8,67,South Coast
Santa Ana  City of,Yes,2/15/16,332005,12%,2399.6,,,754950564.1,841934917.1,Null,54.4,67,South Coast
Santa Ana  City of,Yes,1/15/16,332005,12%,2374.7,,,773799383.7,895537476.8,Null,50.4,67,South Coast
Santa Ana  City of,Yes,12/15/15,332005,12%,2528.1,,,823784992.6,919292045.9,Null,53.6,67,South Coast
Santa Ana  City of,Yes,11/15/15,332005,12%,2657.9,,,866080507.8,992608616.9,Null,58.3,67,South Coast
Santa Ana  City of,Yes,10/15/15,332005,12%,2928.1,,,954125563.4,1126566139,Null,62.1,67,South Coast
Santa Ana  City of,Yes,9/15/15,332005,12%,2853.8,,,929914802.4,1181830541,Null,62.6,67,South Coast
Santa Ana  City of,Yes,8/15/15,332005,12%,3078.2,,,1003035863,1248597498,Null,65.3,67,South Coast
Santa Ana  City of,Yes,7/15/15,332005,12%,2988.2,,,973709234.2,1246642389,Null,63.4,67,South Coast
Santa Ana  City of,Yes,6/15/15,332005,12%,2898.4,,,944447776,1161758093,Null,63.5,67,South Coast
Santa Ana  City of,Yes,5/15/15,332005,NULL,2863.7,945,0,933140731.5,1163094084,307929598.5,60.7,67,South Coast
Santa Ana  City of,Yes,4/15/15,332005,NULL,2979.5,,,970874326.8,1056931689,Null,65.3,67,South Coast
Santa Ana  City of,Yes,3/15/15,332005,NULL,2951.3,,,961685316.5,942655593.2,Null,62.6,67,South Coast
Santa Ana  City of,Yes,2/15/15,332005,NULL,2536.4,,,826489559.4,853470057.6,Null,59.6,67,South Coast
Santa Ana  City of,Yes,1/15/15,332005,NULL,2643.6,,,861420832.4,997985165.5,Null,56.1,67,South Coast
Santa Ana  City of,Yes,12/15/14,332005,NULL,2479.4,,,807916028.1,919292045.9,Null,52.6,67,South Coast
Santa Ana  City of,Yes,11/15/14,332005,NULL,2938.9,,,957644758.8,992608616.9,Null,64.4,67,South Coast
Santa Ana  City of,Yes,10/15/14,332005,NULL,3378,,,1100726120,1126794235,Null,71.7,67,South Coast
Santa Ana  City of,Yes,9/15/14,332005,NULL,3518,,,1146345320,1181863126,Null,77.1,67,South Coast
Santa Ana  City of,Yes,8/15/14,332005,NULL,3653,,,1190335263,1248662668,Null,77.5,67,South Coast
Santa Ana  City of,Yes,7/15/14,332005,NULL,3783.3,,,1232793704,1246642389,Null,80.3,67,South Coast
Santa Ana  City of,Yes,6/15/14,332005,NULL,3682.7,,,1200013050,1161758093,Null,80.7,67,South Coast
San Juan Capistrano  City of,Yes,9/15/16,39189,0%,721.41,310.78,,235072478,294439349.4,101268106.5,144.4,72,South Coast
San Juan Capistrano  City of,Yes,8/15/16,39189,0%,777.7,233.18,,253414654.8,317770311.6,75982035.75,111.4,53,South Coast
San Juan Capistrano  City of,Yes,7/15/16,39189,0%,779.59,227.61,,254030514,302064272.8,74167043.3,109.2,52,South Coast
San Juan Capistrano  City of,Yes,6/15/16,39189,0%,676.93,242.88,,220578606.5,294406764.3,79142794.59,119.9,64,South Coast
San Juan Capistrano  City of,Yes,5/15/16,39189,27%,589.93,176.093,,192229532.3,273878124.4,57380155.33,88.6,56,South Coast
San Juan Capistrano  City of,Yes,4/15/16,39189,27%,539.86,137.73,,175914151.4,234124250.3,44879517.04,77.8,52,South Coast
San Juan Capistrano  City of,Yes,3/15/16,39189,27%,424.31,139.56,,138262019,195804122.5,45475825.15,87.6,77,South Coast
San Juan Capistrano  City of,Yes,2/15/16,39189,28%,461.19,45,,145097370.7,131090029.1,14157682.69,89.7,68,South Coast
